,lastLowPrice,low24hPrice,avg24hPrice,prapor,praporCurrency,therapist,therapistCurrency,fence,fenceCurrency,skier,skierCurrency,peacekeeper,peacekeeperCurrency,mechanic,mechanicCurrency,ragman,ragmanCurrency,jaeger,jaegerCurrency
SilencerCo Saker ASR 556 5.56x45 sound suppressor,66000.0,,70007.0,,,,,,,,,75600.0,RUB,,,,,,
Mesa Tactical Crosshair Hydraulic buffer tube,73333.0,,71419.0,,,,,,,,,25872.0,RUB,,,,,,
SIG Sauer Two Port Brake 7.62x51 muzzle brake,12420.0,,22302.0,,,,,,,,,7056.0,RUB,,,,,,
AR-15 MASP Industries Ambidextrous Battle Charging Handle,8500.0,,15436.0,,,,,,,,,2352.0,RUB,,,,,,
HK G36 hand stop,12999.0,,12999.0,,,,,,,,,672.0,RUB,,,,,,
HK G36 5.56x45 assault rifle,,,,,,,,,,,,80976.0,RUB,,,,,,
HK G36 5.56x45 30-round magazine,19500.0,,24263.0,,,,,,,,,2912.0,RUB,,,,,,
HK G36 6-vent handguard,10000.0,,10248.0,,,,,,,,,7168.0,RUB,,,,,,
HK G36 front sight,11000.0,,,,,,,,,,,2912.0,RUB,,,,,,
HK G36 rear sight,4545.0,,4545.0,,,,,,,,,1568.0,RUB,,,,,,
HK G36 2-vent handguard,36500.0,,38666.0,,,,,,,,,3136.0,RUB,,,,,,
HK G36 4-vent handguard,35999.0,,45683.0,,,,,,,,,4928.0,RUB,,,,,,
HK G36 polymer stock,7777.0,,12807.0,,,,,,,,,7280.0,RUB,,,,,,
HK G36 bottom handguard rail,10000.0,,23459.0,,,,,,,,,2016.0,RUB,,,,,,
HK G36 side handguard rail,10550.0,,8584.0,,,,,,,,,1344.0,RUB,,,,,,
HK G36 bipod,15000.0,,27857.0,,,,,,,,,5264.0,RUB,,,,,,
HK G36 gas block,8000.0,,8499.0,,,,,,,,,3696.0,RUB,,,,,,
HK G36 5.56x45 228mm barrel,19500.0,,41024.0,,,,,,,,,17024.0,RUB,,,,,,
HK G36 5.56x45 318mm barrel,26598.0,,29417.0,,,,,,,,,20048.0,RUB,,,,,,
HK G36 5.56x45 480mm barrel,14888.0,,19286.0,,,,,,,,,22624.0,RUB,,,,,,
HK G36 sight mount,24000.0,,22511.0,,,,,,,,,4928.0,RUB,,,,,,
HK G36 optic rail with flip-up sights,40000.0,,21666.0,,,,,,,,,3696.0,RUB,,,,,,
HK G36 HKV 3x carry handle,8000.0,,8757.0,,,,,,,,,11536.0,RUB,,,,,,
HK G36 HKV ZF 1.5x carry handle,8000.0,,10444.0,,,,,,,,,10304.0,RUB,,,,,,
Hensoldt RV red dot sight,4650.0,,7176.0,,,,,,,,,9744.0,RUB,,,,,,
Hensoldt RIS top rail,8885.0,,8337.0,,,,,,,,,1792.0,RUB,,,,,,
HK G36 magwell,5500.0,,5500.0,,,,,,,,,1232.0,RUB,,,,,,
HK G36C 5.56x45 4-prong flash hider,9500.0,,5625.0,,,,,,,,,6720.0,RUB,,,,,,
HK G36 5.56x45 4-prong flash hider,6222.0,,6815.0,,,,,,,,,8400.0,RUB,,,,,,
KAC QDC 5.56x45 sound suppressor,47500.0,,48232.0,,,,,,,,,86016.0,RUB,,,,,,
KAC QDC 5.56x45 3-Prong Flash Eliminator,25555.0,,23562.0,,,,,,,,,8624.0,RUB,,,,,,
Milkor M2A1 grenade launcher reflex sight,10999.0,,13991.0,,,,,,,,,25536.0,RUB,,,,,,
AR-10 Dead Air Keymount 7.62x51 muzzle brake,5000.0,,9600.0,,,,,,,,,10976.0,RUB,,,,,,
SB Tactical SBA3 buttstock,9500.0,,12494.0,,,,,,,,,10528.0,RUB,,,,,,
Oakley SI Batwolf glasses,,,,,,,,,,,,21840.0,RUB,,,,,,
40x46mm M386 (HE) grenade,,,,,,,,,,,,43232.0,RUB,,,,,,
Colt M1911A1 .45 ACP pistol,,,,,,,,,,,,17360.0,RUB,,,,,,
M1911A1 .45 ACP 7-round magazine,7777.0,,9388.0,,,,,,,,,1344.0,RUB,,,,,,
9x19mm QuakeMaker,,,,,,,,,,,,336.0,RUB,,,,,,
7.62x51mm M80,,,,,,,,,,,,336.0,RUB,,,,,,
9x19mm AP 6.3,,,,,,,,,,,,896.0,RUB,,,,,,
Trijicon ACOG TA11D 3.5x35 scope,21420.0,,21075.0,,,,,,,,,28448.0,RUB,,,,,,
Trijicon TA51 sight mount,20000.0,,75000.0,,,,,,,,,5264.0,RUB,,,,,,
Trijicon RMR mount for ACOG scopes,9999.0,,9999.0,,,,,,,,,7504.0,RUB,,,,,,
Trijicon ACOG TA01NSN 4x32 scope,15900.0,,20089.0,,,,,,,,,32592.0,RUB,,,,,,
Trijicon ACOG backup rear sight,,,,,,,,,,,,2912.0,RUB,,,,,,
AR-10 KAC Low Profile Gas Block,8000.0,,16415.0,,,,,,,,,6160.0,RUB,,,,,,
HK MP5 9x19 submachine gun (Navy 3 Round Burst),,,,,,,,,,,,63728.0,RUB,,,,,,
AK Hexagon Reactor 5.45x39 muzzle brake,22999.0,,34954.0,,,,,,,,,,,12365.0,RUB,,,,
Glock 17 9x19 MOS pistol slide,13333.0,,,,,,,,,,,,,5264.0,RUB,,,,
Reptilia ROF-90 RMR mount for Geissele scope mounts,10000.0,,17847.0,,,,,,,,,,,2240.0,RUB,,,,
AKM 7.62x39 Kiba Arms .308 muzzle device adapter,22999.0,,29678.0,,,,,,,,,,,4536.0,RUB,,,,
AR-10 TAA ZK-38 7.62x51 muzzle brake,12300.0,,12817.0,,,,,,,,,,,10304.0,RUB,,,,
SKS 7.62x39 KCI 75-round drum magazine,18000.0,,33775.0,,,,,,,,,,,30184.0,RUB,,,,
AR-15 HK BLITZ 5.56x45 flash hider,15000.0,,20032.0,,,,,,,,,,,10416.0,RUB,,,,
AR-15 TAA ZK-23 5.56x45 muzzle brake,10000.0,,13620.0,,,,,,,,,,,11760.0,RUB,,,,
AR-10 KAC QDC 7.62x51 muzzle brake kit,22000.0,,25672.0,,,,,,,,,,,18200.0,RUB,,,,
HK USP Tactical thread protector,1000.0,,10999.0,,,,,,,,,,,1232.0,RUB,,,,
AR-15 Tactical Dynamics Hexgrip pistol grip,9999.0,,16740.0,,,,,,,,,,,7280.0,RUB,,,,
AR-15 Aeroknox AX-15 10.5 inch M-LOK handguard,17500.0,,18721.0,,,,,,,,,,,18032.0,RUB,,,,
AR-10 SureFire Warden 7.62x51 blast regulator,15000.0,,14879.0,,,,,,,,,,,8960.0,RUB,,,,
HK417 Extended Free Float handguard with flip-up front sight,14000.0,,15992.0,,,,,,,,,,,12544.0,RUB,,,,
AK-74 Hexagon Wafflemaker 5.45x39 sound suppressor,93000.0,,96009.0,,,,,,,,,,,138320.0,RUB,,,,
HK USP Tactical .45 ACP 12-round magazine,8999.0,,13944.0,,,,,,,,,,,3360.0,RUB,,,,
HK417 Patrol handguard with flip-up front sight,7000.0,,9233.0,,,,,,,,,,,9632.0,RUB,,,,
Monstrum Tactical Vertical Fore Grip KeyMod,7000.0,,11247.0,,,,,,,,,,,7728.0,RUB,,,,
AR-15 Leapers UTG Low Profile A2 front sight,500.0,,,,,,,,,,,,,672.0,RUB,,,,
AKM/AK-74 Hera Arms CQR47 pistol grip/buttstock,19999.0,,24160.0,,,,,,,,,,,38517.0,RUB,,,,
Glock TangoDown AAM-01 ACRO mount base,4800.0,,17288.0,,,,,,,,,,,2912.0,RUB,,,,
SureFire SOCOM556-MONSTER 5.56x45 sound suppressor,26999.0,,28974.0,,,,,,,,,,,48160.0,RUB,,,,
M4A1 5.56x45 upper receiver,7958.0,,19129.0,,,,,,,,,,,5822.0,RUB,,,,
P226 thread protection cap,,,,,,,,,,,,,,448.0,RUB,,,,
P226 9x19 112mm barrel,15000.0,,,,,,,,,,,,,1751.0,RUB,,,,
P226R MK25 pistol slide,3595.0,,,,,,,,,,,,,3596.0,RUB,,,,
AR-15 Noveske KX3 5.56x45 flash hider,7999.0,,11432.0,,,,,,,,,,,8106.0,RUB,,,,
EOTech EXPS3 holographic sight (Tan),30440.0,,40107.0,,,,,,,,,,,29400.0,RUB,,,,
MPX-SD 9x19 integrated sound suppressor,12000.0,,15679.0,,,,,,,,,,,24084.0,RUB,,,,
SureFire SOCOM556-MINI MONSTER 5.56x45 sound suppressor,42888.0,,43111.0,,,,,,,,,,,64960.0,RUB,,,,
AKS-74U Zenit B-18 Mount,14998.0,,14998.0,,,,,,,,,,,4433.0,RUB,,,,
MPX GEN1 handguard 2 inch rail,11500.0,,10750.0,,,,,,,,,,,2081.0,RUB,,,,
AKS-74U gas tube (6P26 Sb.1-2),30000.0,,,,,,,,,,,,,2242.0,RUB,,,,
MPX GEN1 9x19 upper receiver,15420.0,,15420.0,,,,,,,,,,,40.0,EUR,,,,
M870 12ga sawn-off 325mm barrel,35000.0,,,,,,,,,,,,,6265.0,RUB,,,,
AK-101 5.56x45 6L29 30-round magazine,9111.0,,16234.0,,,,,,,,,,,2025.0,RUB,,,,
JP Enterprises Gas System-6,13000.0,,17673.0,,,,,,,,,,,11517.0,RUB,,,,
AK-74 gas tube (6P20 Sb.1-2),15555.0,,,,,,,,,,,,,2322.0,RUB,,,,
MPX GEN1 handguard 4 inch rail,14000.0,,11799.0,,,,,,,,,,,2674.0,RUB,,,,
AKM gas tube (6P1 Sb.1-2),14888.0,,,,,,,,,,,,,2302.0,RUB,,,,
TROY M7A1 PDW stock,15420.0,,20584.0,,,,,,,,,,,6181.0,RUB,,,,
MPX-SD 9x19 165mm barrel,8000.0,,29762.0,,,,,,,,,,,63.0,EUR,,,,
Glock 9x19 SGM Tactical 50-round drum magazine,19500.0,,28916.0,,,,,,,,,,,112.0,EUR,,,,
Glock Viper Cut pistol slide,9999.0,,18265.0,,,,,,,,,,,125.0,EUR,,,,
Glock 17 9x19 barrel with a compensator,5000.0,,5000.0,,,,,,,,,,,22.0,EUR,,,,
Glock 9x19 CARVER Custom 4 Port compensator,8000.0,,13432.0,,,,,,,,,,,69.0,EUR,,,,
Glock SAI 9x19 thread protector,6300.0,,16235.0,,,,,,,,,,,12.0,EUR,,,,
M1A 7.62x51 22 inch barrel,40000.0,,50233.0,,,,,,,,,,,27392.0,RUB,,,,
M870 12ga 660mm vent rib barrel,,,,,,,,,,,,,,15921.0,RUB,,,,
Ammunition case,,,,,,,,,,,,,,182059.0,RUB,,,,
4.6x30mm Subsonic SX,,,,,,,,,,,,,,463.0,RUB,,,,
Glock Aimtech mount base,14333.0,,20342.0,,,,,,,,,,,46.0,EUR,,,,
Tromix Monster Claw 12ga muzzle brake,55000.0,,54211.0,,,,,,,,,,,9854.0,RUB,,,,
Glock Pachmayr Tactical Grip Glove,15900.0,,,,,,,,,,,,,12.0,EUR,,,,
M14 JP Enterprises 7.62x51 Tactical Compensator,8000.0,,9529.0,,,,,,,,,,,10576.0,RUB,,,,
AR-15 Vendetta Precision VP-09 Interceptor 5.56x45 muzzle brake,7777.0,,10965.0,,,,,,,,,,,127.0,EUR,,,,
Kalashnikov AK-101 5.56x45 assault rifle,,,,,,,,,,,,,,42938.0,RUB,,,,
Glock 17 9x19 pistol slide,4000.0,,4250.0,,,,,,,,,,,35.0,EUR,,,,
"PP-19-01 ""Vityaz"" 9x19 sound suppressor",18000.0,,20051.0,,,,,,,,,,,22785.0,RUB,,,,
Glock 17 9x19 barrel,15000.0,,15555.0,,,,,,,,,,,18.0,EUR,,,,
Glock Lone Wolf AlphaWolf Custom pistol slide,18369.0,,31994.0,,,,,,,,,,,141.0,EUR,,,,
AK Kiba Arms VDM CS gas tube,,,,,,,,,,,,,,3253.0,RUB,,,,
M1A Smith Enterprise SOCOM 16 7.62x51 threaded muzzle brake & gas block,11000.0,,20927.0,,,,,,,,,,,5499.0,RUB,,,,
Glock 9x19 SAI threaded barrel,22000.0,,31863.0,,,,,,,,,,,127.0,EUR,,,,
Glock 9x19 Lone Wolf LWD-COMP9 compensator,4994.0,,6746.0,,,,,,,,,,,38.0,EUR,,,,
Glock 9x19 CARVER Custom Decelerator 3 Port compensator,10000.0,,7673.0,,,,,,,,,,,57.0,EUR,,,,
UM Tactical UM3 pistol sight mount,40000.0,,40000.0,,,,,,,,,,,63.0,EUR,,,,
Glock 18C 9x19 machine pistol,,,,,,,,,,,,,,36998.0,RUB,,,,
M870 Magpul SGA polymer stock,21000.0,,,,,,,,,,,,,9995.0,RUB,,,,
Strike Industries KeyMod 4 inch rail,35420.0,,40597.0,,,,,,,,,,,1470.0,RUB,,,,
Alexander Arms 3 inch rail,20000.0,,27703.0,,,,,,,,,,,1932.0,RUB,,,,
Glock 9x19 Strike Industries G4 SlideComp compensator,17788.0,,20999.0,,,,,,,,,,,73.0,EUR,,,,
M14 Amega Mini Scout Mount system,12000.0,,12635.0,,,,,,,,,,,8069.0,RUB,,,,
M14 A.R.M.S. #18 scope mount,11999.0,,15972.0,,,,,,,,,,,3604.0,RUB,,,,
Glock ZEV Tech HEX Spartan RMR pistol slide,45555.0,,47777.0,,,,,,,,,,,257.0,EUR,,,,
M14 TROY S.A.S.S. Chassis stock,35000.0,,47490.0,,,,,,,,,,,40970.0,RUB,,,,
Glock 9x19 Lone Wolf AlphaWolf threaded barrel,11999.0,,12000.0,,,,,,,,,,,89.0,EUR,,,,
Glock 17 9x19 pistol,,,,,,,,,,,,,,15526.0,RUB,,,,
Glock 9x19 Lone Wolf AlphaWolf Bullnose compensator,3333.0,,6529.0,,,,,,,,,,,32.0,EUR,,,,
Glock Polymer80 PS9 pistol slide,,,,,,,,,,,,,,158.0,EUR,,,,
M870 12ga 10-shell magazine,14555.0,,23305.0,,,,,,,,,,,2738.0,RUB,,,,
Rotor 43 5.56x45 muzzle brake-compensator,45000.0,,57037.0,,,,,,,,,,,55339.0,RUB,,,,
HK MP5 B&T TL-99 aluminum handguard,20000.0,,23109.0,,,,,,,,,,,8736.0,RUB,,,,
Glock 9x19 Magpul PMAG GL9 21-round magazine,19000.0,,15999.0,,,,,,,,,,,20.0,EUR,,,,
AK Magpul MOE pistol grip (Black),18999.0,,28915.0,,,,,,,,,,,8239.0,RUB,,,,
M1A ProMag Archangel stock,26000.0,,32524.0,,,,,,,,,,,27846.0,RUB,,,,
Glock 9x19 Double Diamond flash hider,3000.0,,5705.0,,,,,,,,,,,51.0,EUR,,,,
SA-58 Extreme Duty dust cover,34000.0,,49590.0,,,,,,,,,,,12957.0,RUB,,,,
Glock ZEV Tech rear sight,9999.0,,,,,,,,,,,,,23.0,EUR,,,,
Glock 9x19 Fischer Development FD917 sound suppressor,30000.0,,27933.0,,,,,,,,,,,491.0,EUR,,,,
M1A 7.62x51 16 inch barrel,17000.0,,23479.0,,,,,,,,,,,17472.0,RUB,,,,
AKS-74U CAA XRSU47SU tactical handguard,24000.0,,38825.0,,,,,,,,,,,24741.0,RUB,,,,
M14 Yankee Hill Phantom 7.62x51 flash hider,5500.0,,6358.0,,,,,,,,,,,7267.0,RUB,,,,
Glock ZEV Tech sight mount cap,9999.0,,37886.0,,,,,,,,,,,2.0,EUR,,,,
SureFire XC1 tactical flashlight,18880.0,,18919.0,,,,,,,,,,,18866.0,RUB,,,,
M14 Good Iron 7.62x51 muzzle brake,8669.0,,11514.0,,,,,,,,,,,9009.0,RUB,,,,
Signal Jammer,,,,,,,,,,,,,,19579.0,RUB,,,,
Leatherman Multitool,,,,,,,,,,,,,,17903.0,RUB,,,,
M14 SAGE International M14ALCS (MOD-0) stock,13000.0,,26685.0,,,,,,,,,,,13413.0,RUB,,,,
M1A SA National Match .062 Blade front sight,,,,,,,,,,,,,,1824.0,RUB,,,,
SA-58 quad rail full length handguard,10000.0,,35653.0,,,,,,,,,,,10754.0,RUB,,,,
TROY QARS 4.2 inch rail,555553.0,,,,,,,,,,,,,2363.0,RUB,,,,
P226 Emperor Scorpion pistol grip,,,,,,,,,,,,,,2744.0,RUB,,,,
Glock ZEV Tech HEX Gen3 RMR pistol slide,25000.0,,26333.0,,,,,,,,,,,225.0,EUR,,,,
Glock GTL 21 tactical flashlight with laser,16888.0,,17962.0,,,,,,,,,,,16893.0,RUB,,,,
M870 XS SHOTRAIL rail with Ghost Ring rear sight,11231.0,,21974.0,,,,,,,,,,,6638.0,RUB,,,,
Hera Arms CQR tactical foregrip,28888.0,,34559.0,,,,,,,,,,,234.0,EUR,,,,
TROY QARS 3.2 inch rail,19500.0,,47250.0,,,,,,,,,,,1878.0,RUB,,,,
M870 SpeedFeed Short handguard,1500.0,,9138.0,,,,,,,,,,,1571.0,RUB,,,,
AR-15 Hera Arms CQR pistol grip/buttstock,29999.0,,32120.0,,,,,,,,,,,427.0,EUR,,,,
SA-58 7.62x51 11 inch barrel,23654.0,,23131.0,,,,,,,,,,,23898.0,RUB,,,,
Stark SE-5 Express Forward foregrip,65000.0,,65554.0,,,,,,,,,,,15237.0,RUB,,,,
Vltor CASV 5 inch rail,299999.0,,,,,,,,,,,,,1715.0,RUB,,,,
SA-58 SAW-style pistol grip (Black),10000.0,,14535.0,,,,,,,,,,,3592.0,RUB,,,,
SilencerCo Salvo 12 thread adapter,10000.0,,18649.0,,,,,,,,,,,896.0,RUB,,,,
HK Enhanced Tube buffer tube,18000.0,,23137.0,,,,,,,,,,,5589.0,RUB,,,,
Glock 9x19 Double Diamond threaded barrel,19900.0,,,,,,,,,,,,,67.0,EUR,,,,
AK Spikes Tactical Dynacomp 7.62x39 muzzle brake-compensator,13333.0,,16316.0,,,,,,,,,,,4368.0,RUB,,,,
M14 Smith Enterprise Vortex 7.62x51 muzzle brake,5876.0,,7877.0,,,,,,,,,,,6052.0,RUB,,,,
HK 416A5 5.56x45 16.5 inch barrel with flip-up front sight,19999.0,,30062.0,,,,,,,,,,,37520.0,RUB,,,,
Glock ZEV Tech front sight,9999.0,,,,,,,,,,,,,15.0,EUR,,,,
SilencerCo Salvo 12 12ga sound suppressor,39777.0,,40352.0,,,,,,,,,,,39928.0,RUB,,,,
Strike Industries KeyMod 6 inch rail,19000.0,,19210.0,,,,,,,,,,,1742.0,RUB,,,,
M1A SOCOM 16 upper part,19000.0,,23357.0,,,,,,,,,,,4697.0,RUB,,,,
SA-58 7.62x51 16 inch barrel,29999.0,,61581.0,,,,,,,,,,,26205.0,RUB,,,,
Kalashnikov AK-102 5.56x45 assault rifle,,,,,,,,,,,,,,58119.0,RUB,,,,
M870 Mesa Tactical magazine clamp,30000.0,,11179.0,,,,,,,,,,,4791.0,RUB,,,,
VSS/VAL Zenit B-3 mount combo,6155.0,,18269.0,,,,,,,,,,,6155.0,RUB,,,,
Glock Lone Wolf AlphaWolf pistol slide,13000.0,,16687.0,,,,,,,,,,,90.0,EUR,,,,
Glock 9x19 17-round magazine,2333.0,,6082.0,,,,,,,,,,,1654.0,RUB,,,,
M870 Shockwave Raptor grip,13900.0,,18468.0,,,,,,,,,,,2851.0,RUB,,,,
Strike Industries TRAX bridge rail,4999.0,,16501.0,,,,,,,,,,,1832.0,RUB,,,,
M14 Leapers UTG 4-Point Locking Deluxe mount,80000.0,,69999.0,,,,,,,,,,,10989.0,RUB,,,,
P226 Legion full size pistol slide,4600.0,,8000.0,,,,,,,,,,,4615.0,RUB,,,,
Magpul MBUS Gen2 flip-up rear sight,14333.0,,12226.0,,,,,,,,,,,4032.0,RUB,,,,
LMT SOPMOD stock,8555.0,,10261.0,,,,,,,,,,,6105.0,RUB,,,,
M14 Vltor CASV-14 rail system,11364.0,,19454.0,,,,,,,,,,,11365.0,RUB,,,,
FAL original handguard,2600.0,,10800.0,,,,,,,,,,,2688.0,RUB,,,,
TT PM-Laser DTK-TT muzzle brake-compensator,14000.0,,14984.0,,,,,,,,,,,2980.0,RUB,,,,
Alexander Arms 10 inch rail,13766.0,,30806.0,,,,,,,,,,,2889.0,RUB,,,,
AR-15 Colt charging handle,5555.0,,8777.0,,,,,,,,,,,821.0,RUB,,,,
M14 SAGE International DCSB mount,8000.0,,10796.0,,,,,,,,,,,8855.0,RUB,,,,
AR-15 Colt M4 Carbine Length handguard,8000.0,,18813.0,,,,,,,,,,,2659.0,RUB,,,,
SA-58 BRS stock,17000.0,,22162.0,,,,,,,,,,,18088.0,RUB,,,,
LaRue LT101 QD Tactical Picatinny Riser mount,12222.0,,13652.0,,,,,,,,,,,3248.0,RUB,,,,
Vltor CASV 2 inch rail,25420.0,,27810.0,,,,,,,,,,,1120.0,RUB,,,,
M14 SAGE International M14ALCS (MOD-0) pistol grip,25000.0,,14799.0,,,,,,,,,,,2927.0,RUB,,,,
ERGO F93 PRO stock,17999.0,,25504.0,,,,,,,,,,,11357.0,RUB,,,,
SA-58 Holland Type rear sight,1000.0,,,,,,,,,,,,,527.0,RUB,,,,
Magpul MBUS Gen2 flip-up front sight,15000.0,,12194.0,,,,,,,,,,,2688.0,RUB,,,,
SA-58/FAL 7.62x51 30-round magazine,21000.0,,25698.0,,,,,,,,,,,5002.0,RUB,,,,
HK 416A5 5.56x45 11 inch barrel,25000.0,,28756.0,,,,,,,,,,,27026.0,RUB,,,,
Steiner LAS/TAC 2 tactical flashlight,18000.0,,26575.0,,,,,,,,,,,23416.0,RUB,,,,
Armasight Vulcan MG scope eyecup,24999.0,,24999.0,,,,,,,,,,,789.0,RUB,,,,
SKS TAPCO Intrafuse kit SAW-Style pistol grip,10000.0,,19446.0,,,,,,,,,,,3721.0,RUB,,,,
HK 416A5 Quad Rail Extended handguard,11111.0,,16640.0,,,,,,,,,,,12656.0,RUB,,,,
TT DLP Tactical Precision LAM-module,15000.0,,17400.0,,,,,,,,,,,5152.0,RUB,,,,
FAL standard dust cover,5000.0,,4450.0,,,,,,,,,,,2802.0,RUB,,,,
Hexagon medium length rail,24000.0,,32321.0,,,,,,,,,,,1650.0,RUB,,,,
HK 416A5 Quad Rail handguard with flip-up front sight,8900.0,,10166.0,,,,,,,,,,,9352.0,RUB,,,,
Hexagon short length rail,13000.0,,20032.0,,,,,,,,,,,1241.0,RUB,,,,
AR-15 HK Battle Grip pistol grip,2799.0,,18609.0,,,,,,,,,,,2800.0,RUB,,,,
HK MP7A1 4.6x30 flash hider,8000.0,,9000.0,,,,,,,,,,,1021.0,RUB,,,,
AR-15 Radian Weapons Raptor charging handle,99999.0,,26305.0,,,,,,,,,,,8698.0,RUB,,,,
SA-58/FAL 7.62x51 MMW polymer 20-round magazine,30000.0,,17194.0,,,,,,,,,,,3874.0,RUB,,,,
P226 Hogue Rubberized pistol grip,6666.0,,9444.0,,,,,,,,,,,3472.0,RUB,,,,
AK Strike Industries TRAX 2 handguard extension,13899.0,,16556.0,,,,,,,,,,,8131.0,RUB,,,,
LA-5B/PEQ tactical device,13500.0,,20661.0,,,,,,,,,,,18209.0,RUB,,,,
AR-10 2A Armanent X3 7.62x51 compensator,9000.0,,13821.0,,,,,,,,,,,8756.0,RUB,,,,
TT PM-Laser TT-206 side grips with laser sight,13000.0,,16255.0,,,,,,,,,,,3909.0,RUB,,,,
DoubleStar ACE recoil pad,10000.0,,24865.0,,,,,,,,,,,5353.0,RUB,,,,
HK MP5 End Cap stock,5000.0,,,,,,,,,,,,,2935.0,RUB,,,,
WI-FI Camera,,,,,,,,,,,,,,391.0,EUR,,,,
SA-58 buffer tube adapter,23597.0,,23597.0,,,,,,,,,,,2915.0,RUB,,,,
Glock Aimtech Tiger Shark sight mount,25000.0,,30000.0,,,,,,,,,,,46.0,EUR,,,,
Magpul M-LOK 4.1 inch rail,38888.0,,,,,,,,,,,,,1762.0,RUB,,,,
SA-58/FAL AIM Sports Universal KeyMod handguard,15420.0,,17531.0,,,,,,,,,,,5422.0,RUB,,,,
Zenit Klesch-2U tactical flashlight,12000.0,,19530.0,,,,,,,,,,,12767.0,RUB,,,,
SA-58/FAL AIM Sports Universal M-LOK handguard,,,,,,,,,,,,,,6143.0,RUB,,,,
HK MP7 B&T Rotex 2 4.6x30 sound suppressor,87777.0,,99692.0,,,,,,,,,,,59125.0,RUB,,,,
SA-58 Austrian Style 7.62x51 muzzle brake,6000.0,,8430.0,,,,,,,,,,,2620.0,RUB,,,,
5.56x45 TROY BattleMag STANAG 30-round magazine,14999.0,,17335.0,,,,,,,,,,,5242.0,RUB,,,,
SKS TAPCO Intrafuse buffer tube,9999.0,,17013.0,,,,,,,,,,,1873.0,RUB,,,,
MPX Lancer OEM 14 inch M-LOK handguard,17500.0,,23455.0,,,,,,,,,,,15904.0,RUB,,,,
M700 7.62x51 26 inch barrel,30000.0,,37373.0,,,,,,,,,,,28448.0,RUB,,,,
P226 Bridge sight mount,28000.0,,25916.0,,,,,,,,,,,4269.0,RUB,,,,
Vltor CASV 4 inch rail,22000.0,,28202.0,,,,,,,,,,,1463.0,RUB,,,,
AR-15 Alexander Arms MK10 rifle length handguard,18420.0,,20840.0,,,,,,,,,,,17084.0,RUB,,,,
HK 416A5 5.56x45 20 inch barrel,60000.0,,79646.0,,,,,,,,,,,42224.0,RUB,,,,
SA-58 humpback polymer stock,5000.0,,4204.0,,,,,,,,,,,3808.0,RUB,,,,
P226 Axelson Tactical MK25 pistol grip,13333.0,,25272.0,,,,,,,,,,,3360.0,RUB,,,,
SA-58/FAL Vltor CASV-FAS handguard,13500.0,,15150.0,,,,,,,,,,,14637.0,RUB,,,,
AK TROY Full Length Rail handguard & gas tube combo,22000.0,,36061.0,,,,,,,,,,,21548.0,RUB,,,,
MDR pistol grip,8500.0,,15685.0,,,,,,,,,,,2599.0,RUB,,,,
Magpul M-LOK 2.5 inch rail,18000.0,,27814.0,,,,,,,,,,,2314.0,RUB,,,,
AK Vltor CMRD KeyMod handguard,44000.0,,51483.0,,,,,,,,,,,34620.0,RUB,,,,
AK 7.62x39 X Products X-47 50-round drum magazine,,,,,,,,,,,,,,33264.0,RUB,,,,
Strike Industries Advanced Receiver Extension buffer tube (Anodized Red),80000.0,,93670.0,,,,,,,,,,,11693.0,RUB,,,,
Remington RAHG 4 inch rail,50000.0,,14904.0,,,,,,,,,,,2100.0,RUB,,,,
AR-15 Tactical Dynamics Skeletonized pistol grip,17000.0,,28250.0,,,,,,,,,,,6257.0,RUB,,,,
M700 ProMag Archangel polymer stock,19420.0,,25094.0,,,,,,,,,,,23520.0,RUB,,,,
SKS TAPCO Intrafuse stock,26666.0,,,,,,,,,,,,,9693.0,RUB,,,,
TT Razor Arms rubber grip,9999.0,,19089.0,,,,,,,,,,,5488.0,RUB,,,,
P226 Meprolight TRU-DOT Night front sight,,,,,,,,,,,,,,1680.0,RUB,,,,
M14 SAGE International M14ALCS chassis,14000.0,,21291.0,,,,,,,,,,,15097.0,RUB,,,,
HK 416A5 TROY M-LOK 13 inch handguard,15420.0,,16692.0,,,,,,,,,,,21168.0,RUB,,,,
HK MP7 4.6x30 40-round magazine,69999.0,,60717.0,,,,,,,,,,,13600.0,RUB,,,,
AAC Illusion 9 9x19 sound suppressor,19000.0,,24079.0,,,,,,,,,,,36893.0,RUB,,,,
HK MP5 Noveske-style 9x19 muzzle brake-compensator,12000.0,,28283.0,,,,,,,,,,,9968.0,RUB,,,,
SA-58/FAL Belgian Style handguard,3363.0,,8000.0,,,,,,,,,,,3363.0,RUB,,,,
SilencerCo Salvo 12 choke adapter,11111.0,,17584.0,,,,,,,,,,,1344.0,RUB,,,,
SA-58 folding stock,8000.0,,14677.0,,,,,,,,,,,15697.0,RUB,,,,
M870 Mesa Tactical LEO stock adapter,3000.0,,15813.0,,,,,,,,,,,2814.0,RUB,,,,
P226 Axelson Tactical MK25 pistol slide,11000.0,,29916.0,,,,,,,,,,,11088.0,RUB,,,,
5.56x45 SureFire MAG5-100 STANAG 100-round magazine,38000.0,,53910.0,,,,,,,,,,,42286.0,RUB,,,,
AK Strike Industries TRAX 1 handguard,12222.0,,21308.0,,,,,,,,,,,8876.0,RUB,,,,
